ruta,carpeta,archivo,variedad,clase,hoja_id,hoja_L_med,hoja_L_desv,hoja_a_med,hoja_b_med,hoja_b_desv,hoja_f_oscuro,hoja_f_verdoso,hoja_f_claro,hoja_textura,lado_L_med,lado_L_desv,lado_a_med,lado_b_med,lado_b_desv,lado_f_oscuro,lado_f_verdoso,lado_f_claro,lado_textura,lado_abs_L_med,lado_abs_L_desv,lado_abs_a_med,lado_abs_b_med,lado_abs_b_desv,lado_abs_f_oscuro,lado_abs_f_verdoso,lado_abs_f_claro,lado_abs_textura,largo_pulg,ancho_pulg,aspecto,solidez,cobertura,hoja_entre_util,fondo_L_med,fondo_L_desv,fondo_a_med,fondo_b_med,fondo_b_desv,fondo_f_oscuro,fondo_f_verdoso,fondo_f_claro,fondo_textura
Habano/1-2 Banda/20260828_200522714_iOS.heic,Habano/1-2 Banda,20260828_200522714_iOS.heic,habano,media_banda,hoja_0495,173.9408,25.9142,3.4458,33.2278,4.4184,0.0787,0.0411,0.0279,85.4198,-0.7982,0.0888,0.1819,-0.1055,-0.0056,0.0079,0.0195,0.1654,0.1142,0.7982,0.0888,0.1819,0.1055,0.0056,0.0079,0.0195,0.1654,0.1142,17.6301,11.9715,0.5545,0.9185,0.3589,1.2856,84.8373,64.5566,1.1065,-3.4363,7.442,0.0,0.0695,0.1284,43.3054
Habano/1-2 Banda/20260828_200537175_iOS.heic,Habano/1-2 Banda,20260828_200537175_iOS.heic,habano,media_banda,hoja_0496,177.5613,24.2789,7.4346,41.6505,4.6861,0.0803,0.0715,0.0356,83.2435,-0.7925,0.1183,0.1716,-0.6464,-0.0412,-0.0187,0.0486,-0.0396,0.1045,0.7925,0.1183,0.1716,0.6464,0.0412,0.0187,0.0486,0.0396,0.1045,17.3426,11.0413,0.5412,0.9412,0.3203,1.3103,92.084,67.2874,0.713,-0.5833,5.9289,0.0,0.0279,0.1375,44.8576
Habano/1-2 Banda/20260828_200603139_iOS.heic,Habano/1-2 Banda,20260828_200603139_iOS.heic,habano,media_banda,hoja_0498,164.6112,24.6366,5.5522,36.6621,4.3158,0.0715,0.06,0.0534,86.8125,-0.7613,0.0494,0.1813,-0.5111,0.0487,-0.0139,0.1707,0.0375,0.1024,0.7613,0.0494,0.1813,0.5111,0.0487,0.0139,0.1707,0.0375,0.1024,16.2145,9.5051,0.4592,0.8927,0.2826,1.2859,96.6038,67.3155,-0.6102,1.5363,5.7693,0.0,0.0598,0.1408,40.5391
Habano/1-2 Banda/20260828_200613713_iOS.heic,Habano/1-2 Banda,20260828_200613713_iOS.heic,habano,media_banda,hoja_0499,153.9584,27.2077,5.1955,32.9906,6.3056,0.0649,0.0496,0.055,91.059,-0.4228,0.0021,0.0698,0.0418,-0.1285,0.044,0.0189,0.0507,0.0728,0.4228,0.0021,0.0698,0.0418,0.1285,0.044,0.0189,0.0507,0.0728,17.8066,10.5929,0.5057,0.9501,0.3177,1.2974,101.4579,67.4992,-0.6518,0.002,4.8772,0.0064,0.0579,0.1514,45.814
Habano/1-2 Banda/20260828_200625561_iOS.heic,Habano/1-2 Banda,20260828_200625561_iOS.heic,habano,media_banda,hoja_0500,164.9446,24.4599,8.0,40.378,4.2237,0.0758,0.0262,0.0437,88.8798,-0.458,0.0507,0.1992,0.1545,0.0006,-0.0057,-0.1235,0.0154,0.0847,0.458,0.0507,0.1992,0.1545,0.0006,0.0057,0.1235,0.0154,0.0847,17.7041,11.0594,0.5414,0.9346,0.3461,1.3025,95.7544,70.5872,0.1803,-0.3184,5.2477,0.0,0.068,0.1528,45.8538
Habano/1-2 Banda/20260828_200637622_iOS.heic,Habano/1-2 Banda,20260828_200637622_iOS.heic,habano,media_banda,hoja_0501,163.6342,27.2422,6.4929,40.6884,4.2743,0.0689,0.0615,0.051,92.092,-0.7504,0.0386,0.2433,-0.1066,-0.0019,0.0186,0.0618,-0.0372,0.0479,0.7504,0.0386,0.2433,0.1066,0.0019,0.0186,0.0618,0.0372,0.0479,17.1662,11.1896,0.5106,0.9046,0.3553,1.3204,87.8055,74.9924,-1.1494,-0.5742,4.1101,0.0,0.0495,0.1552,43.4192
Habano/1-2 Banda/20260828_200701174_iOS.heic,Habano/1-2 Banda,20260828_200701174_iOS.heic,habano,media_banda,hoja_0502,173.9747,23.8074,5.6272,40.5336,4.7074,0.0798,0.0532,0.0457,88.681,-0.4493,0.1232,-0.0744,0.1652,-0.0237,0.015,-0.0668,0.0748,0.0846,0.4493,0.1232,0.0744,0.1652,0.0237,0.015,0.0668,0.0748,0.0846,15.9877,10.6631,0.5447,0.9014,0.2859,1.2494,100.3423,67.0864,0.7901,0.3501,7.8168,0.0,0.0267,0.1397,47.2088
Habano/1-2 Banda/20260828_200747106_iOS.heic,Habano/1-2 Banda,20260828_200747106_iOS.heic,habano,media_banda,hoja_0504,173.1674,26.9892,6.9346,37.1925,4.5747,0.0663,0.054,0.0423,88.7165,-0.7139,0.0728,0.1821,-0.3852,0.1127,-0.1381,-0.1274,-0.0538,0.0895,0.7139,0.0728,0.1821,0.3852,0.1127,0.1381,0.1274,0.0538,0.0895,16.9618,11.1914,0.5278,0.918,0.3414,1.3139,97.23,70.8533,0.9257,-0.8626,8.4312,0.0,0.002,0.134,46.9551
Habano/1-2 Banda/20260828_200803369_iOS.heic,Habano/1-2 Banda,20260828_200803369_iOS.heic,habano,media_banda,hoja_0505,161.4938,25.6472,9.1639,38.0213,5.2636,0.0742,0.0542,0.0385,88.0869,-0.6818,-0.0263,-0.1321,-0.6491,-0.1942,-0.0001,0.1627,0.3425,0.0613,0.6818,0.0263,0.1321,0.6491,0.1942,0.0001,0.1627,0.3425,0.0613,16.4886,9.8477,0.5077,0.9429,0.2817,1.2757,105.5843,63.8878,0.8134,1.3188,7.7726,0.0313,0.0275,0.1409,44.4425
Habano/1-2 Banda/20260828_200819416_iOS.heic,Habano/1-2 Banda,20260828_200819416_iOS.heic,habano,media_banda,hoja_0506,159.4641,25.4617,8.9948,39.1515,4.718,0.0789,0.0546,0.0428,91.0808,-0.4098,0.0423,0.1168,0.3205,-0.0861,0.03,-0.3223,0.1017,0.0503,0.4098,0.0423,0.1168,0.3205,0.0861,0.03,0.3223,0.1017,0.0503,17.6026,10.2651,0.486,0.9324,0.3254,1.3131,92.8645,74.6185,0.578,-1.3215,6.3406,0.0,0.0405,0.1503,47.2295
Habano/1-2 Banda/20260828_200830122_iOS.heic,Habano/1-2 Banda,20260828_200830122_iOS.heic,habano,media_banda,hoja_0507,167.6722,26.1417,8.481,40.0331,3.9569,0.0746,0.083,0.0469,91.9129,-0.404,0.0273,0.0999,0.0529,-0.0767,0.0043,0.0601,-0.0214,0.0747,0.404,0.0273,0.0999,0.0529,0.0767,0.0043,0.0601,0.0214,0.0747,18.5442,11.6251,0.5329,0.9431,0.3848,1.3021,87.6199,75.2178,0.2092,-3.5455,2.8606,0.0,0.0906,0.1529,45.7994
Habano/1-2 Banda/20260828_200843375_iOS.heic,Habano/1-2 Banda,20260828_200843375_iOS.heic,habano,media_banda,hoja_0508,166.9484,26.4871,7.8884,36.8146,3.7533,0.0706,0.0527,0.0384,94.835,-0.6676,0.1049,0.0951,-0.4875,0.0742,-0.0426,-0.0758,-0.0047,0.0982,0.6676,0.1049,0.0951,0.4875,0.0742,0.0426,0.0758,0.0047,0.0982,16.906,12.0939,0.5604,0.8885,0.3706,1.3539,79.0266,71.215,0.5706,-3.1466,2.7278,0.0,0.1032,0.1421,40.6583
Habano/1-2 Banda/20260828_200858933_iOS.heic,Habano/1-2 Banda,20260828_200858933_iOS.heic,habano,media_banda,hoja_0509,166.7746,28.8486,8.7059,39.8691,5.4323,0.0727,0.0864,0.0364,85.9356,-0.5935,0.1128,0.0493,-0.5553,0.1431,-0.0585,-0.0243,0.0783,0.0859,0.5935,0.1128,0.0493,0.5553,0.1431,0.0585,0.0243,0.0783,0.0859,18.2731,10.9985,0.5317,0.9644,0.3498,1.3074,97.1389,69.5625,0.2089,-2.3365,2.641,0.0,0.0584,0.1569,40.592
Habano/Banda/20260828_184000703_iOS.heic,Habano/Banda,20260828_184000703_iOS.heic,habano,banda,hoja_0510,163.8353,27.4002,8.3626,45.4205,4.6336,0.071,0.0975,0.0378,94.5306,-0.3983,0.0459,0.1963,-0.4679,-0.0004,0.0162,-0.0599,0.2806,0.0247,0.3983,0.0459,0.1963,0.4679,0.0004,0.0162,0.0599,0.2806,0.0247,17.983,11.1046,0.5249,0.9387,0.3603,1.3022,79.427,78.5004,0.5054,-1.7364,2.7363,0.0,0.0355,0.1538,41.0034
Habano/Banda/20260828_184015697_iOS.heic,Habano/Banda,20260828_184015697_iOS.heic,habano,banda,hoja_0511,158.2281,27.5321,5.9703,34.2306,4.6388,0.0654,0.0451,0.0555,85.3725,-0.4606,-0.0092,-0.1207,-0.34,-0.113,-0.0152,0.095,0.0792,0.0141,0.4606,0.0092,0.1207,0.34,0.113,0.0152,0.095,0.0792,0.0141,17.3331,11.5224,0.5318,0.9138,0.3789,1.3366,94.2166,66.9391,0.2616,-0.5331,3.4148,0.0,0.042,0.147,41.2547
Habano/Banda/20260828_184027210_iOS.heic,Habano/Banda,20260828_184027210_iOS.heic,habano,banda,hoja_0512,169.351,25.6124,4.5882,44.1866,4.914,0.0696,0.1084,0.0438,91.0534,-0.3358,0.0139,-0.1975,-0.1544,0.0586,-0.0916,0.0775,0.1648,0.0534,0.3358,0.0139,0.1975,0.1544,0.0586,0.0916,0.0775,0.1648,0.0534,18.5202,9.371,0.447,0.9261,0.3148,1.2974,97.3664,67.3803,-0.7457,1.3142,4.9845,0.0,0.0837,0.1494,41.4412
Habano/Banda/20260828_184039481_iOS.heic,Habano/Banda,20260828_184039481_iOS.heic,habano,banda,hoja_0513,153.8098,25.4467,5.5716,33.5308,4.5845,0.0658,0.0537,0.0632,89.7204,-0.3149,-0.0355,0.1552,-0.4925,-0.0093,-0.0248,-0.2555,0.0016,-0.0229,0.3149,0.0355,0.1552,0.4925,0.0093,0.0248,0.2555,0.0016,0.0229,17.5977,9.9673,0.4909,0.8467,0.3071,1.2892,105.2172,69.2095,0.0668,0.0439,2.9107,0.0276,0.0575,0.1551,41.9124
Habano/Banda/20260828_184103897_iOS.heic,Habano/Banda,20260828_184103897_iOS.heic,habano,banda,hoja_0515,160.1489,26.3502,6.9448,33.2944,4.5022,0.0726,0.0672,0.0412,78.481,-0.3281,-0.0643,-0.2152,-0.3624,-0.0843,-0.1118,0.2775,0.1987,0.0475,0.3281,0.0643,0.2152,0.3624,0.0843,0.1118,0.2775,0.1987,0.0475,19.4184,10.1127,0.4513,0.946,0.3682,1.3057,98.5431,64.8661,1.0226,-2.7448,5.7935,0.0306,0.0843,0.1509,41.4975
Habano/Banda/20260828_184114288_iOS.heic,Habano/Banda,20260828_184114288_iOS.heic,habano,banda,hoja_0516,156.149,28.9716,5.2864,36.1033,4.5526,0.0736,0.0468,0.0615,78.3585,-0.4203,-0.0307,0.0555,-0.5566,-0.0056,0.0148,-0.0569,0.0694,0.021,0.4203,0.0307,0.0555,0.5566,0.0056,0.0148,0.0569,0.0694,0.021,18.2727,11.9027,0.5537,0.9512,0.4033,1.3112,76.0401,75.434,0.4119,-6.2091,3.1352,0.0,0.0736,0.1523,40.7506
Habano/Banda/20260828_184129975_iOS.heic,Habano/Banda,20260828_184129975_iOS.heic,habano,banda,hoja_0517,165.8985,24.5307,6.5869,40.598,4.9306,0.075,0.0587,0.0517,83.4704,-0.6033,-0.0071,0.0044,-0.4892,-0.0026,-0.0836,-0.1948,0.163,0.0217,0.6033,0.0071,0.0044,0.4892,0.0026,0.0836,0.1948,0.163,0.0217,15.0585,10.3033,0.536,0.8445,0.3046,1.1971,93.1577,69.7025,0.0811,-0.3348,3.4842,0.0,0.0509,0.1444,39.4052
Habano/Banda/20260828_184142153_iOS.heic,Habano/Banda,20260828_184142153_iOS.heic,habano,banda,hoja_0518,163.282,23.5876,5.4669,35.6242,3.9597,0.0692,0.0318,0.0566,78.3535,-0.3138,0.0148,-0.2371,-0.0892,0.0146,0.0193,-0.2628,-0.0427,0.0254,0.3138,0.0148,0.2371,0.0892,0.0146,0.0193,0.2628,0.0427,0.0254,17.4516,11.0541,0.5173,0.9174,0.3615,1.3359,94.5683,67.1348,0.3652,-1.4909,3.6125,0.0,0.0349,0.1504,39.3492
Habano/Banda/20260828_184159164_iOS.heic,Habano/Banda,20260828_184159164_iOS.heic,habano,banda,hoja_0519,162.0878,27.6102,6.66,37.2102,4.235,0.0716,0.064,0.0503,94.0596,-0.3117,0.0029,-0.1222,-0.4379,-0.0462,-0.1086,-0.0445,0.2098,0.0518,0.3117,0.0029,0.1222,0.4379,0.0462,0.1086,0.0445,0.2098,0.0518,17.2785,10.4264,0.5129,0.9393,0.335,1.3272,86.972,73.1851,0.4447,-1.4094,3.4486,0.0,0.0274,0.152,41.0146
Habano/Banda/20260828_184211760_iOS.heic,Habano/Banda,20260828_184211760_iOS.heic,habano,banda,hoja_0520,163.9181,25.6382,7.2544,37.0711,4.2381,0.0667,0.082,0.0572,89.0404,-0.5405,0.0119,-0.0284,-0.5298,0.0147,0.0016,-0.0109,-0.0919,0.056,0.5405,0.0119,0.0284,0.5298,0.0147,0.0016,0.0109,0.0919,0.056,16.828,10.569,0.5653,0.9619,0.323,1.2969,84.7739,70.323,0.1687,0.4271,3.2356,0.0,0.0404,0.1438,35.6328
Habano/Banda/20260828_184224026_iOS.heic,Habano/Banda,20260828_184224026_iOS.heic,habano,banda,hoja_0521,157.448,28.8538,7.0135,42.5776,5.6438,0.0682,0.0417,0.0437,94.5533,0.4462,0.0001,0.0555,0.6319,-0.0202,-0.0825,0.0322,0.0133,-0.0404,0.4462,0.0001,0.0555,0.6319,0.0202,0.0825,0.0322,0.0133,0.0404,19.6359,11.4112,0.5521,0.8438,0.3807,1.2389,83.8935,74.461,-1.1481,-0.1595,2.852,0.0,0.0483,0.1513,42.6766
Habano/Banda/20260828_184238076_iOS.heic,Habano/Banda,20260828_184238076_iOS.heic,habano,banda,hoja_0522,162.7302,26.8412,7.2691,39.9527,4.0821,0.0707,0.072,0.0549,89.2968,-0.4885,0.0042,0.0672,-0.2559,0.045,-0.0634,0.0991,0.1766,0.0321,0.4885,0.0042,0.0672,0.2559,0.045,0.0634,0.0991,0.1766,0.0321,18.573,10.908,0.509,0.958,0.3713,1.3015,87.0368,71.0018,-0.0366,-3.0141,2.9712,0.0,0.0887,0.1545,42.3489
Habano/Banda/20260828_184249924_iOS.heic,Habano/Banda,20260828_184249924_iOS.heic,habano,banda,hoja_0523,164.909,25.0062,6.1602,40.1846,4.3596,0.0706,0.0617,0.0542,82.294,-0.5682,-0.0253,0.2251,-0.4386,0.0325,-0.1073,-0.1149,0.2132,0.0183,0.5682,0.0253,0.2251,0.4386,0.0325,0.1073,0.1149,0.2132,0.0183,17.9988,11.047,0.5012,0.9118,0.3551,1.3203,93.8173,69.4146,0.2309,0.1535,4.9279,0.0,0.0519,0.1537,39.9696
Habano/Banda/20260828_184306554_iOS.heic,Habano/Banda,20260828_184306554_iOS.heic,habano,banda,hoja_0524,149.7579,29.1952,9.3112,32.2957,4.2721,0.068,0.058,0.0473,95.1503,-0.2793,-0.0973,0.2584,-0.0335,-0.0835,-0.0565,0.2784,0.2213,-0.0124,0.2793,0.0973,0.2584,0.0335,0.0835,0.0565,0.2784,0.2213,0.0124,18.6188,10.3015,0.4611,0.9342,0.3557,1.311,91.901,71.5693,0.5637,-3.421,2.887,0.0,0.1206,0.1522,45.2415
Habano/Banda/20260828_184329865_iOS.heic,Habano/Banda,20260828_184329865_iOS.heic,habano,banda,hoja_0525,155.4354,29.6231,8.1891,36.4967,4.3826,0.0684,0.0849,0.0571,98.4964,-0.4813,-0.0481,-0.2224,-0.6987,-0.0293,-0.0342,-0.1293,0.1593,-0.0129,0.4813,0.0481,0.2224,0.6987,0.0293,0.0342,0.1293,0.1593,0.0129,18.3801,10.1947,0.4622,0.9469,0.3396,1.318,89.0551,72.1447,0.7045,-2.6292,2.8215,0.0,0.0883,0.1483,43.7248
Habano/Banda/20260828_184344900_iOS.heic,Habano/Banda,20260828_184344900_iOS.heic,habano,banda,hoja_0526,164.1228,24.1454,6.9132,40.4877,3.7406,0.0684,0.037,0.0509,80.835,-0.4129,0.0633,-0.4129,-0.163,0.0693,-0.0504,0.0461,0.1428,0.0557,0.4129,0.0633,0.4129,0.163,0.0693,0.0504,0.0461,0.1428,0.0557,16.1026,11.4097,0.555,0.9072,0.3467,1.2509,87.2903,72.867,0.5381,-1.8053,2.8028,0.0,0.0415,0.1519,42.4779
Habano/Banda/20260828_184426022_iOS.heic,Habano/Banda,20260828_184426022_iOS.heic,habano,banda,hoja_0529,155.157,28.66,6.8496,32.9419,4.6627,0.0726,0.0742,0.0597,96.7682,-0.7079,-0.0388,0.0761,-0.733,-0.0586,-0.0394,-0.4206,0.1207,-0.0477,0.7079,0.0388,0.0761,0.733,0.0586,0.0394,0.4206,0.1207,0.0477,17.9253,10.3294,0.4898,0.9496,0.3413,1.3123,87.2305,73.1839,0.0686,0.0672,6.6931,0.0,0.0322,0.136,40.6542
Habano/Banda/20260828_184436875_iOS.heic,Habano/Banda,20260828_184436875_iOS.heic,habano,banda,hoja_0530,154.4645,26.2259,7.2701,39.1879,4.7947,0.0726,0.0451,0.0554,82.5926,-0.6103,0.0455,-0.1392,-0.734,0.0875,-0.063,0.1901,0.2295,0.0047,0.6103,0.0455,0.1392,0.734,0.0875,0.063,0.1901,0.2295,0.0047,18.5316,10.9119,0.5005,0.8703,0.3655,1.2863,100.3314,76.1362,-0.2279,-0.7083,5.5563,0.0,0.0285,0.1477,46.3377
Habano/Banda/20260828_184447692_iOS.heic,Habano/Banda,20260828_184447692_iOS.heic,habano,banda,hoja_0531,155.442,25.3129,7.3264,32.2273,4.0129,0.0707,0.0607,0.05,93.0072,-0.478,0.0456,0.2235,-0.5375,-0.0301,-0.0398,-0.1016,0.0109,0.0109,0.478,0.0456,0.2235,0.5375,0.0301,0.0398,0.1016,0.0109,0.0109,16.0478,11.4228,0.5694,0.8961,0.3401,1.248,80.7243,74.0064,0.4159,-5.4068,4.4335,0.0,0.045,0.1555,40.2517
Habano/Banda/20260828_184458732_iOS.heic,Habano/Banda,20260828_184458732_iOS.heic,habano,banda,hoja_0532,151.3888,27.7223,7.6493,31.0073,3.599,0.0678,0.0491,0.0538,82.6099,-0.4042,-0.0604,0.0366,-0.3203,0.0132,0.0143,-0.2165,0.2128,0.0383,0.4042,0.0604,0.0366,0.3203,0.0132,0.0143,0.2165,0.2128,0.0383,18.9267,11.937,0.5361,0.9186,0.4209,1.2975,90.532,73.9579,0.6771,-2.4288,8.7054,0.0,0.0077,0.1461,40.574
Habano/Banda/20260828_184518658_iOS.heic,Habano/Banda,20260828_184518658_iOS.heic,habano,banda,hoja_0533,155.4176,24.9706,7.7038,35.0264,4.0378,0.0699,0.07,0.0594,87.3461,-0.34,0.024,-0.1823,-0.2579,-0.0042,-0.0283,0.2366,0.0754,-0.0057,0.34,0.024,0.1823,0.2579,0.0042,0.0283,0.2366,0.0754,0.0057,16.2537,10.4884,0.5055,0.8955,0.3283,1.3056,90.784,71.4666,0.8916,-2.9535,2.9978,0.0,0.0889,0.1591,42.5226
Habano/Banda/20260828_184529372_iOS.heic,Habano/Banda,20260828_184529372_iOS.heic,habano,banda,hoja_0534,153.4305,28.0477,8.3816,39.2344,4.1859,0.0735,0.0771,0.055,95.5257,-0.402,0.042,0.1066,0.0201,-0.0167,0.0304,0.049,-0.0347,0.0639,0.402,0.042,0.1066,0.0201,0.0167,0.0304,0.049,0.0347,0.0639,17.7875,11.007,0.495,0.914,0.3656,1.3381,84.8303,77.9726,0.6801,-2.0296,5.2389,0.0,0.0351,0.1598,46.6197
Habano/Banda/20260828_184604312_iOS.heic,Habano/Banda,20260828_184604312_iOS.heic,habano,banda,hoja_0536,167.8499,25.8866,4.0938,41.5567,4.4977,0.076,0.0884,0.0518,84.7417,-0.8226,0.0518,0.0194,-0.7208,0.0378,-0.0835,0.0004,0.0875,0.0709,0.8226,0.0518,0.0194,0.7208,0.0378,0.0835,0.0004,0.0875,0.0709,16.3291,10.2099,0.5419,0.9516,0.3098,1.2499,104.5424,66.3473,-0.634,1.8644,5.5609,0.0158,0.0682,0.1494,42.1917
Habano/Banda/20260828_184616580_iOS.heic,Habano/Banda,20260828_184616580_iOS.heic,habano,banda,hoja_0537,162.2785,27.2216,6.3154,38.371,4.8582,0.0695,0.0624,0.0583,91.008,-0.6287,0.0073,-0.0347,-0.6733,0.0498,-0.0553,-0.1066,0.0482,0.0086,0.6287,0.0073,0.0347,0.6733,0.0498,0.0553,0.1066,0.0482,0.0086,15.9482,11.3244,0.5917,0.8575,0.3388,1.2298,96.6755,73.5222,0.1308,3.0216,11.5501,0.0,0.001,0.1326,48.0287
Habano/Banda/20260828_184635130_iOS.heic,Habano/Banda,20260828_184635130_iOS.heic,habano,banda,hoja_0538,162.5681,26.074,6.7468,37.2219,3.6194,0.0744,0.0916,0.0515,82.2295,-0.3673,0.0408,-0.0165,0.17,0.0215,0.0224,0.1813,0.018,0.0659,0.3673,0.0408,0.0165,0.17,0.0215,0.0224,0.1813,0.018,0.0659,18.1919,10.7938,0.4944,0.9311,0.3702,1.3022,92.5692,70.583,-0.2631,2.2433,10.0517,0.0,0.0248,0.1421,45.2956
Habano/Banda/20260828_184649956_iOS.heic,Habano/Banda,20260828_184649956_iOS.heic,habano,banda,hoja_0539,162.0648,31.4032,9.0011,41.0296,5.7618,0.0794,0.0518,0.0348,105.4706,-0.0784,-0.0193,-0.109,0.5365,0.0307,-0.0336,0.012,0.0453,0.0361,0.0784,0.0193,0.109,0.5365,0.0307,0.0336,0.012,0.0453,0.0361,18.3591,10.1625,0.4797,0.9473,0.3445,1.3001,93.9708,72.8839,0.9622,0.5077,9.495,0.0,0.0014,0.14,48.0031
Habano/Banda/20260828_184706716_iOS.heic,Habano/Banda,20260828_184706716_iOS.heic,habano,banda,hoja_0540,157.6644,28.4238,8.9593,38.5815,4.7723,0.0749,0.0591,0.0359,85.8392,-0.3807,-0.0282,-0.0084,-0.4576,-0.0107,0.0287,-0.0842,0.1815,0.0016,0.3807,0.0282,0.0084,0.4576,0.0107,0.0287,0.0842,0.1815,0.0016,17.7244,9.1379,0.4296,0.946,0.2904,1.3174,97.1128,67.7834,-0.0019,0.6896,5.008,0.0,0.0732,0.1446,37.584
Habano/Banda/20260828_184747496_iOS.heic,Habano/Banda,20260828_184747496_iOS.heic,habano,banda,hoja_0542,148.4362,27.0556,9.3423,33.9151,4.606,0.0648,0.035,0.0405,78.4472,-0.0057,-0.1686,-0.1006,-0.1128,-0.16,-0.0201,-0.3627,0.2503,0.0243,0.0057,0.1686,0.1006,0.1128,0.16,0.0201,0.3627,0.2503,0.0243,17.1329,10.0206,0.4776,0.9337,0.3115,1.3124,101.4424,69.115,0.7043,-0.118,4.39,0.0,0.0725,0.1477,36.6671
Habano/Banda/20260828_184759873_iOS.heic,Habano/Banda,20260828_184759873_iOS.heic,habano,banda,hoja_0543,158.4265,27.1928,9.4649,39.8903,4.1083,0.0767,0.0559,0.043,87.891,-0.2485,-0.0351,-0.0338,0.1222,0.0394,-0.0012,0.0838,0.0973,0.046,0.2485,0.0351,0.0338,0.1222,0.0394,0.0012,0.0838,0.0973,0.046,18.0356,10.9441,0.5158,0.9459,0.3608,1.2864,79.6486,75.3299,-0.0105,-1.9102,3.0133,0.0,0.0786,0.1519,39.1716
Habano/Banda/20260828_184826298_iOS.heic,Habano/Banda,20260828_184826298_iOS.heic,habano,banda,hoja_0545,162.7469,26.4484,7.4168,35.4161,4.7357,0.0692,0.0775,0.0565,80.1364,-0.7181,-0.021,0.2618,-0.9879,0.0082,-0.1377,0.0511,0.1424,0.0347,0.7181,0.021,0.2618,0.9879,0.0082,0.1377,0.0511,0.1424,0.0347,17.418,11.2203,0.5261,0.9355,0.3683,1.3228,93.4502,70.2971,0.7263,-4.1796,3.018,0.0,0.0839,0.1542,41.2985
Habano/Banda/20260828_184840058_iOS.heic,Habano/Banda,20260828_184840058_iOS.heic,habano,banda,hoja_0546,160.8143,26.2515,9.614,45.0267,5.0128,0.0745,0.0704,0.0405,87.6808,-0.411,0.065,-0.1117,-0.2663,0.0725,-0.0313,-0.0763,0.0481,0.072,0.411,0.065,0.1117,0.2663,0.0725,0.0313,0.0763,0.0481,0.072,17.9914,11.019,0.5206,0.8914,0.3597,1.3032,86.0318,78.0862,0.3565,-1.9229,3.0104,0.0,0.0546,0.154,44.9511
Habano/Banda/20260828_184855974_iOS.heic,Habano/Banda,20260828_184855974_iOS.heic,habano,banda,hoja_0547,166.3001,25.1325,8.5457,45.9631,4.3807,0.0771,0.0674,0.045,80.7464,-0.3531,0.0536,0.2985,-0.0002,0.0009,0.0361,-0.1429,-0.0666,0.0532,0.3531,0.0536,0.2985,0.0002,0.0009,0.0361,0.1429,0.0666,0.0532,16.9232,9.5672,0.4805,0.9527,0.2968,1.3181,81.2281,74.8129,0.4885,-0.755,2.7999,0.0,0.0365,0.146,39.9273
Habano/Banda/20260828_184911729_iOS.heic,Habano/Banda,20260828_184911729_iOS.heic,habano,banda,hoja_0548,151.6039,26.5911,9.9407,36.8483,4.0655,0.0722,0.0485,0.0464,82.0314,-0.331,-0.0128,0.0424,-0.0202,-0.0118,-0.0627,-0.193,0.132,0.0677,0.331,0.0128,0.0424,0.0202,0.0118,0.0627,0.193,0.132,0.0677,17.0872,11.2469,0.5704,0.9446,0.3378,1.2839,92.4835,72.2616,0.5427,-1.0859,2.8796,0.0,0.0872,0.1533,41.99
Habano/Banda/20260828_184929342_iOS.heic,Habano/Banda,20260828_184929342_iOS.heic,habano,banda,hoja_0549,157.0981,28.3269,8.7742,40.408,4.5925,0.0712,0.0668,0.0556,87.769,-0.6259,0.009,0.1513,-0.6405,0.0583,-0.0319,0.172,-0.0219,0.0476,0.6259,0.009,0.1513,0.6405,0.0583,0.0319,0.172,0.0219,0.0476,17.7471,11.3553,0.5332,0.8981,0.3834,1.3216,88.0124,75.2152,0.4171,-1.2453,2.8709,0.0,0.0371,0.1519,42.6658
Habano/Banda/20260828_184942745_iOS.heic,Habano/Banda,20260828_184942745_iOS.heic,habano,banda,hoja_0550,169.2915,26.7493,7.1039,37.896,5.3725,0.0802,0.0822,0.0417,87.1279,-0.5912,0.0011,-0.0221,0.0811,0.0321,-0.0713,-0.1679,0.2822,0.0814,0.5912,0.0011,0.0221,0.0811,0.0321,0.0713,0.1679,0.2822,0.0814,17.2342,10.7651,0.4997,0.904,0.3352,1.3091,93.6733,66.8744,0.1816,-4.6151,3.8854,0.0,0.0708,0.1491,39.6167
Habano/Banda/20260828_184955629_iOS.heic,Habano/Banda,20260828_184955629_iOS.heic,habano,banda,hoja_0551,171.5915,24.6052,7.0939,39.6859,4.3801,0.0731,0.0563,0.0461,80.3789,-0.4533,-0.0107,-0.1359,-0.0893,0.031,0.005,-0.1067,0.0676,0.0928,0.4533,0.0107,0.1359,0.0893,0.031,0.005,0.1067,0.0676,0.0928,17.1148,11.0789,0.5394,0.9292,0.3567,1.3222,91.4197,69.9217,0.2821,-0.4527,3.213,0.0,0.0385,0.148,39.742
Habano/Banda/20260828_185009897_iOS.heic,Habano/Banda,20260828_185009897_iOS.heic,habano,banda,hoja_0552,162.3817,26.5295,7.4121,41.7855,4.4015,0.0781,0.0459,0.0405,91.5313,-0.4771,0.0651,0.0455,-0.1669,0.0463,-0.0002,-0.2443,-0.0112,0.0806,0.4771,0.0651,0.0455,0.1669,0.0463,0.0002,0.2443,0.0112,0.0806,17.3414,11.738,0.5415,0.9159,0.3674,1.3037,80.8909,75.3459,0.4963,-2.1867,2.9196,0.0,0.0379,0.1553,40.8795
